"","UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","StartTask","Q120012","Successful","Accomplish","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Over_Head","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Positive_Thinking","Q115611","Hardship","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Gamble","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Normal","Q107491","Q106993","Q106997","Q106272","Q106388","Liar","Q106042","Q105840","Q105655","Q104996","Q103293","Grudge","CCDebt","Breakfast","Adventurous","Q102089","Optimist","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Live_Alone","Q99581","Q99480","LifeHasPurpose","Q98578","Q98059","Q98078","Q98197","Q96024","votes"
"2423",3897,1985,2,6,5,4,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,101
"2424",3898,1989,1,1,5,7,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,2,88
"2425",3900,1958,1,2,3,6,5,0,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,87
"2426",3901,1995,2,3,5,4,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,48
"2427",3902,1985,1,3,5,6,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,73
"2428",3903,1967,2,5,1,5,4,0,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,93
"2429",3905,1989,2,2,5,4,5,0,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,48
"2430",3911,1994,1,4,5,4,5,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,101
"2431",3912,1988,2,1,5,2,1,0,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,95
"2432",3914,1987,2,6,6,4,4,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,100
"2433",3916,2000,2,1,5,3,1,0,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,101
"2434",3918,1973,1,1,3,6,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,97
"2435",3919,1999,1,6,5,3,1,0,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,67
"2436",3920,1996,1,6,3,6,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,26
"2437",3925,1952,2,3,3,2,1,0,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,63
"2438",3926,1989,2,6,5,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,58
"2439",3927,1994,2,4,5,3,5,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,79
"2440",3928,1973,2,3,5,2,5,0,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,95
"2441",3930,1952,1,4,6,2,5,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,50
"2442",3936,1975,2,1,4,2,5,0,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,2,98
"2443",3937,1975,2,1,4,7,3,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,70
"2444",3938,1994,1,6,5,4,5,0,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,100
"2445",3941,1974,1,6,5,5,3,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,101
"2446",3942,1991,2,2,6,4,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,101
"2447",3943,1965,1,6,4,4,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,41
"2448",3945,1969,2,5,4,6,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,86
"2449",3947,1973,2,1,4,1,5,0,2,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,44
"2450",3948,1975,2,2,5,7,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,28
"2451",3949,1955,2,3,5,7,3,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,22
"2452",3950,1989,2,4,5,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,53
"2453",3951,1972,1,3,5,2,1,0,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,83
"2454",3952,1983,1,3,5,2,4,0,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,82
"2455",3953,1976,2,1,3,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,87
"2456",3954,1982,2,2,5,2,1,0,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,97
"2457",3955,1982,1,2,5,5,1,0,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,57
"2458",3956,1975,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,2,100
"2459",3957,1989,2,3,5,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,22
"2460",3959,1970,1,4,6,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,35
"2461",3961,1979,2,3,3,5,2,0,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,85
"2462",3962,1957,1,3,4,7,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,79
"2463",3969,1991,2,2,5,1,3,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,101
"2464",3972,1964,2,5,4,6,5,0,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,21
"2465",3973,1993,2,6,5,6,4,0,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,89
"2466",3974,1977,2,2,1,4,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,69
"2467",3981,1972,1,4,4,3,1,0,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,73
"2468",3982,1995,1,3,3,6,2,0,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,94
"2469",3983,1967,1,5,5,2,2,0,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,95
"2470",3984,1961,2,5,4,7,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,21
"2471",3985,1948,1,2,5,6,5,0,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,59
"2472",3986,1984,2,1,3,7,5,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,101
"2473",3988,1987,1,2,5,7,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,43
"2474",3989,1983,2,3,5,6,5,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,101
"2475",3992,1991,2,6,5,4,5,0,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,101
"2476",3994,1990,1,5,5,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,92
"2477",3995,1961,1,4,5,3,5,0,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,89
"2478",3996,1975,2,2,4,7,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,101
"2479",3999,1995,1,3,5,3,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,88
"2480",4000,2011,1,5,4,3,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,21
"2481",4003,1965,2,1,4,4,5,0,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,94
