UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
3750,1951,Female,"$75,000 - $100,000",Married (w/kids),MISS,Other,1,MISS,No,No,Yes,Yes,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,Yes,Yes,No,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,Yes,Yes,No,Yes,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,No,MISS,MISS,MISS,MISS,In-person,No,Yes,Yes,Yes,Yay people!,Yes,MISS,MISS,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,94
3751,1987,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Libertarian,1,MISS,MISS,No,MISS,MISS,No,MISS,MISS,Yes,No,MISS,MISS,No,MISS,Science,Try first,MISS,MISS,Yes,No,Giving,No,MISS,MISS,MISS,Yes,Cool headed,Odd hours,Yes,Happy,MISS,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,Yes,Yes,TMI,Yes,Yes,Tunes,Technology,No,MISS,Yes,No,No,Supportive,Yes,PC,Yes,Cautious,No,MISS,No,MISS,MISS,MISS,Yes,MISS,MISS,MISS,MISS,No,Yes,No,Yes,No,Yes,No,No,No,MISS,MISS,MISS,Rent,Optimist,Dad,No,Yes,MISS,MISS,MISS,MISS,No,No,MISS,Yes,MISS,Only-child,Yes,MISS,MISS,66
3752,1964,Female,"under $25,000",Single (w/kids),MISS,Republican,1,MISS,MISS,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,MISS,Art,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Odd hours,Yes,Happy,MISS,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,No,Umm...,Yes,Space,No,In-person,Yes,Yes,No,No,Grrr people,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Rent,Optimist,Mom,No,Yes,Yes,No,Check!,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,97
3754,1991,Female,"$25,001 - $50,000",Married (w/kids),MISS,Independent,0,No,No,No,No,No,Yes,Public,Yes,Yes,No,No,Yes,No,MISS,Art,MISS,No,No,Yes,No,Giving,No,Yes,MISS,MISS,MISS,MISS,MISS,No,MISS,MISS,No,Yes,Yes,P.M.,No,End,No,Yes,Me,MISS,MISS,No,MISS,Yes,TMI,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,No,No,Yes,Yes,Grrr people,No,Yes,Yes,Yes,No,No,No,No,Yes,MISS,MISS,No,Rent,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,MISS,MISS,Yes,No,Yes,No,No,MISS,84
3755,1980,Male,"$100,001 - $150,000",Married (w/kids),Current Undergraduate,Republican,1,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,No,Pragmatist,No,No,Hot headed,Odd hours,No,Right,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,No,No,Talk,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
3756,1978,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,1,No,No,No,Yes,No,Yes,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,MISS,MISS,MISS,MISS,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,Yes,No,Mysterious,No,MISS,Talk,Technology,Yes,No,No,Yes,No,Demanding,MISS,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,No,No,No,Yes,MISS,MISS,MISS,No,Own,Optimist,Mom,No,No,No,Yes,Check!,Yes,No,MISS,MISS,Yes,No,Yes,Yes,MISS,Yes,89
3757,1949,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Democrat,0,No,No,No,No,Yes,Yes,Public,Yes,Yes,No,No,No,No,Yes,Art,Try first,No,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,MISS,MISS,Yes,Yes,No,P.M.,No,Start,No,No,Me,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,MISS,No,No,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Nope,Yes,Yes,No,No,Yes,No,Yes,No,No,No,98
3759,1993,Female,"under $25,000",Single (no kids),Current Undergraduate,Other,0,Yes,Yes,Yes,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,No,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Idealist,Yes,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,No,Yes,Me,No,Yes,No,No,Yes,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,No,Demanding,No,PC,No,Cautious,No,Umm...,Yes,Space,No,In-person,No,No,Yes,No,Grrr people,Yes,No,Yes,Yes,MISS,MISS,No,Yes,MISS,MISS,MISS,No,Rent,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,Yes,No,Yes,No,No,Only-child,No,No,Yes,96
3760,1986,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Independent,1,No,No,No,Yes,No,No,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,MISS,No,MISS,Yes,In-person,Yes,No,Yes,Yes,Yay people!,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Own,MISS,MISS,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,97
3761,1942,Male,"under $25,000",Single (no kids),Master's Degree,Independent,0,No,No,No,No,Yes,Yes,Public,Yes,No,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,No,Yes,Yes,Mysterious,No,Yes,Talk,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,No,No,MISS,No,No,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,No,Yes,Yes,63
3762,1992,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,0,MISS,No,Yes,MISS,Yes,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,No,MISS,No,MISS,Tunes,Technology,No,Yes,No,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Space,No,Online,No,No,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,No,97
3765,1955,Male,"$50,000 - $74,999",Married (w/kids),Associate's Degree,Republican,0,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Idealist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,No,TMI,Yes,Yes,Talk,People,Yes,No,Yes,No,No,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,Online,Yes,No,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Own,Optimist,Mom,Yes,Yes,MISS,MISS,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,MISS,76
3766,1987,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Democrat,1,Yes,No,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,Yes,A.M.,Yes,End,Yes,Yes,Me,Yes,No,Yes,No,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
3768,1953,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Democrat,0,No,No,No,No,No,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,MISS,Yes,Yes,No,TMI,No,Yes,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Own,Optimist,Dad,No,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,100
3770,1961,Female,"$25,001 - $50,000",Married (w/kids),High School Diploma,Independent,0,MISS,No,No,No,MISS,MISS,MISS,MISS,Yes,No,MISS,Yes,No,Yes,Art,MISS,Yes,MISS,Yes,No,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,No,Yes,No,Yes,A.M.,MISS,Start,Yes,No,MISS,MISS,MISS,No,MISS,Yes,Mysterious,MISS,No,Tunes,People,MISS,Yes,Yes,MISS,MISS,MISS,No,Mac,MISS,Risk-friendly,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Own,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,66
3771,1993,Female,"under $25,000",Married (w/kids),Current Undergraduate,Independent,1,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,MISS,Yes,Giving,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Start,Yes,No,MISS,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,Yes,MISS,No,MISS,No,Online,No,No,Yes,Yes,Grrr people,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,67
3772,1971,Male,"$50,000 - $74,999",Married (w/kids),MISS,Independent,1,Yes,No,No,Yes,Yes,Yes,Public,No,Yes,No,MISS,MISS,No,MISS,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,No,Umm...,Yes,Space,No,In-person,No,Yes,No,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Own,Pessimist,Mom,Yes,No,No,No,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,98
3773,1987,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Independent,1,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,No,MISS,MISS,No,Yes,Science,Study first,Yes,MISS,No,No,Giving,No,No,Pragmatist,No,No,MISS,MISS,No,Happy,MISS,Yes,Yes,No,MISS,No,MISS,Yes,No,MISS,No,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,MISS,MISS,No,No,Demanding,No,PC,Yes,Cautious,MISS,Umm...,No,Space,No,Online,Yes,Yes,No,Yes,Grrr people,No,No,No,No,No,Yes,MISS,Yes,Yes,Yes,Yes,No,Rent,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,80
3774,1963,Female,"over $150,000",Married (no kids),Bachelor's Degree,Republican,1,MISS,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,No,No,Yes,No,No,Mysterious,Yes,No,Tunes,People,No,Yes,Yes,Yes,No,Demanding,No,PC,No,Cautious,Yes,MISS,MISS,MISS,MISS,In-person,Yes,MISS,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,MISS,No,Yes,Yes,No,No,94
3775,1969,Female,"$50,000 - $74,999",Married (w/kids),MISS,Democrat,0,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,No,Start,No,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,No,Talk,Technology,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Rent,Pessimist,Mom,Yes,Yes,Yes,No,Check!,No,No,No,Yes,No,Yes,Yes,No,No,No,94
3776,1973,Male,"$100,001 - $150,000",Married (w/kids),Doctoral Degree,Libertarian,1,No,No,No,Yes,Yes,No,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,MISS,No,Yes,MISS,No,Mysterious,Yes,No,Talk,People,Yes,No,Yes,MISS,Yes,Supportive,Yes,PC,Yes,Risk-friendly,MISS,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,MISS,Optimist,Dad,MISS,Yes,No,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,Yes,No,95
3777,1997,Female,MISS,Single (no kids),MISS,Democrat,0,MISS,Yes,MISS,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,Yes,Art,MISS,No,Yes,MISS,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,Start,Yes,No,MISS,Yes,No,No,Yes,No,MISS,No,No,Tunes,People,Yes,MISS,Yes,No,MISS,Demanding,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Grrr people,MISS,MISS,Yes,Yes,MISS,Yes,MISS,Yes,Yes,MISS,Yes,No,Own,MISS,Dad,No,No,Yes,No,Check!,No,No,MISS,Yes,MISS,MISS,MISS,MISS,MISS,No,45
3778,1979,Male,"$75,000 - $100,000",Single (no kids),MISS,Democrat,1,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,MISS,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,MISS,No,Mysterious,MISS,Yes,Talk,Technology,MISS,MISS,MISS,MISS,Yes,MISS,No,MISS,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,39
3779,1978,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Independent,1,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,No,No,MISS,MISS,Yes,Pragmatist,No,No,MISS,MISS,No,Happy,Yes,Yes,Yes,No,MISS,Yes,MISS,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,Yes,MISS,MISS,MISS,No,No,MISS,Yes,Yes,Supportive,MISS,MISS,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,MISS,No,No,Yes,No,Own,MISS,MISS,No,No,No,Yes,Check!,Yes,No,No,No,No,MISS,MISS,MISS,MISS,Yes,82
3780,1960,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,1,MISS,No,No,Yes,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Try first,No,No,No,No,Giving,No,Yes,Pragmatist,No,No,Hot headed,Odd hours,No,Right,Yes,No,No,Yes,A.M.,Yes,End,Yes,Yes,Me,No,No,Yes,No,Yes,Mysterious,No,No,Talk,Technology,Yes,Yes,Yes,No,No,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,MISS,In-person,No,Yes,No,No,Yay people!,MISS,MISS,MISS,No,No,Yes,No,Yes,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,MISS,95
3783,1995,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Democrat,0,Yes,No,No,No,Yes,No,Public,Yes,No,Yes,Yes,No,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,No,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Me,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,People,No,Yes,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,Yes,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,No,No,No,No,No,No,No,No,No,No,Own,Pessimist,Mom,No,No,Yes,No,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,No,101
3785,1987,Male,"under $25,000",Single (no kids),Bachelor's Degree,Libertarian,0,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,Yes,Yes,Yes,No,Yes,Art,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,No,Right,Yes,No,No,No,P.M.,Yes,End,Yes,No,Me,Yes,Yes,Yes,No,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Rent,Pessimist,Mom,Yes,No,Yes,Yes,Check!,No,No,No,No,No,No,Yes,Yes,No,Yes,101
3786,1949,Male,"under $25,000",Married (w/kids),Bachelor's Degree,Independent,1,MISS,No,No,No,No,Yes,Public,Yes,No,No,No,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,No,Yes,Circumstances,Yes,No,No,Yes,Yes,Mysterious,No,Yes,Talk,Technology,Yes,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,MISS,MISS,MISS,MISS,In-person,No,Yes,MISS,No,Yay people!,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Own,Optimist,Mom,No,No,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,95
3787,NA,MISS,MISS,MISS,MISS,MISS,0,MISS,No,No,No,Yes,No,Private,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,No,Yes,No,Receiving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,MISS,MISS,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,98
3789,1967,Female,"$25,001 - $50,000",Married (w/kids),MISS,Democrat,0,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,Science,MISS,No,MISS,No,No,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,MISS,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,MISS,Yes,Me,No,Yes,No,No,No,TMI,No,No,Talk,People,Yes,MISS,No,No,No,Supportive,No,MISS,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,Yes,MISS,MISS,MISS,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Own,MISS,Mom,Yes,Yes,Yes,Yes,Check!,No,No,MISS,MISS,Yes,No,Yes,No,Yes,Yes,76
3790,1981,Male,"$50,000 - $74,999",Single (no kids),MISS,Republican,0,MISS,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,No,No,Giving,No,Yes,Idealist,Yes,Yes,MISS,MISS,Yes,Happy,Yes,No,Yes,Yes,P.M.,Yes,Start,No,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,No,No,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,98
3791,1990,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Democrat,0,No,Yes,No,Yes,No,Yes,Public,MISS,Yes,No,MISS,Yes,No,Yes,Science,Try first,Yes,MISS,MISS,No,MISS,No,No,Pragmatist,No,No,MISS,Standard hours,No,Right,MISS,Yes,MISS,MISS,P.M.,Yes,MISS,MISS,No,Me,MISS,MISS,No,MISS,No,Mysterious,No,No,Tunes,Technology,No,MISS,Yes,MISS,No,MISS,No,PC,MISS,Cautious,No,Umm...,Yes,MISS,Yes,Online,No,MISS,MISS,Yes,MISS,MISS,No,No,MISS,No,Yes,Yes,Yes,No,No,MISS,No,MISS,Pessimist,Dad,No,No,MISS,Yes,MISS,MISS,No,No,Yes,No,MISS,Yes,MISS,No,No,70
3792,1974,Male,"over $150,000",Married (no kids),Master's Degree,Independent,0,MISS,Yes,No,No,No,Yes,Private,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,No,No,No,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,Yes,Yes,TMI,No,Yes,Talk,Technology,Yes,Yes,Yes,No,Yes,MISS,MISS,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,MISS,No,MISS,Grrr people,Yes,Yes,Yes,Yes,No,No,MISS,MISS,MISS,MISS,MISS,Yes,Own,MISS,MISS,MISS,Yes,No,MISS,Check!,No,MISS,MISS,MISS,No,Yes,MISS,MISS,MISS,MISS,80
3794,1954,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Libertarian,1,MISS,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,No,No,Yes,Yes,TMI,No,No,Talk,Technology,MISS,MISS,MISS,No,Yes,Demanding,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,Grrr people,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,86
